eventid,ccode,id,countryname,startdate,enddate,stday,stmo,styr,eday,emo,eyr,duration,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,acd_questionable,notes,female_event,lgbtq_issue,coder,latitude,longitude,geo_comments,location_precision
411063,41,1063,Haiti,18-Nov-06,18-Nov-06,18,11,2006,18,11,2006,1,2,4,Students,,,United Nations,,0,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,100 students protested to demand the withdrawal of peacekeepers and a security guard opened fire injuring two people; protesters chased U.N. police officers and threw rocks and smashed the windshield of a U.N. vehicle.,Both,0,Coded as single event because there is momentum and the issue is the same,0,0,BS,18.533331,-72.333344,,
411064,41,1064,Haiti,1-Dec-06,14-Dec-06,1,12,2006,14,12,2006,14,6,0,Doctors,Hospital workers,,Government,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,2,,,Doctors and other hospital workers staged a strike to demand back wages.,AP,0,,0,0,BS,18.533331,-72.333344,,
411065,41,1065,Haiti,3-Dec-06,3-Dec-06,3,12,2006,3,12,2006,1,9,0,Gunmen,,,Voters,,0,0,-99,4,0,Port-Au-Prince and other unspecified areas around the country,Port-Au-Prince,1,7,7,1,,,"At least 4 people, including a police officer, were killed in incidents related to local elections.",AP,0,,0,0,BS,18.533331,-72.333344,,
411065,41,1065,Haiti,3-Dec-06,3-Dec-06,3,12,2006,3,12,2006,1,9,0,Gunmen,,,Voters,,0,0,-99,4,0,Port-Au-Prince and other unspecified areas around the country,Other unspecified locations,2,7,7,1,,,"At least 4 people, including a police officer, were killed in incidents related to local elections.",AP,0,,0,0,BS,18.950001,-72.466667,,
411066,41,1066,Haiti,3-Dec-06,3-Dec-06,3,12,2006,3,12,2006,1,9,0,Arsonists,,,Polling stations,,0,0,-99,0,0,Limonade,Limonade,1,3,3,1,,,Two polling stations were set on fire.,AP,0,,0,0,BS,19.6686,-72.126801,,
411067,41,1067,Haiti,3-Dec-06,5-Dec-06,3,12,2006,5,12,2006,3,9,0,Grand Ravine gang,,,Ti Manchet gang,,0,0,-99,8,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,At least eight people were killed after a police officer's killing reignited a battle between the rival Grand Ravine and Ti Manchet gangs.,AP,0,,0,0,BS,18.533331,-72.333344,,
411068,41,1068,Haiti,14-Dec-06,14-Dec-06,14,12,2006,14,12,2006,1,1,0,Janitors,Morgue workers,,Government,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,2,,,Striking workers removed the corpses of 11 infants from the morgue of the hospital and laid them out in a courtyard in a protest aimed at pressuring the government for back wages.,AP,0,"Some of the actors involved in the protest were also participating in the two-week long Hospital strike, but this event seems like an event separate from the strike and not all strike participants took part in this event",0,0,BS,18.533331,-72.333344,,
411069,41,1069,Haiti,20-Dec-06,20-Dec-06,20,12,2006,20,12,2006,1,4,0,Angry mob,,,Police,United Nations,1,1,3,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,Several hundred people threw stones and clashed with police as they tried to move two men suspected of trying to kidnap a local child and police fired tear gas and UN police fired shots.,AP,0,,0,0,BS,18.533331,-72.333344,,
411070,41,1070,Haiti,28-Dec-06,28-Dec-06,28,12,2006,28,12,2006,1,2,0,Aristide supporters,,,Government,United Nations,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,8,,Hundreds of Aristide supporters demonstrated to protest UN operations and called for the return of Aristide from exile.,AFP,0,,0,0,BS,18.533331,-72.333344,,
411071,41,1071,Haiti,19-Jan-07,19-Jan-07,19,1,2007,19,1,2007,1,9,0,Gang,,,Freelance photographer,,0,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,A freelance photographer was gunned down in his home by local gang members whom he had photographed during reporting assignments.,AFP,0,,0,0,BS,18.533331,-72.333344,,
411072,41,1072,Haiti,24-Jan-07,24-Jan-07,24,1,2007,24,1,2007,1,8,0,Armed gangs,,,Peacekeepers,,1,0,-99,4,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,Clashes between armed gangs and peacekeepers led to the deaths of four gang members and several others were injured.,Both,0,,0,0,BS,18.533331,-72.333344,,
411073,41,1073,Haiti,9-Feb-07,9-Feb-07,9,2,2007,9,2,2007,1,8,0,Armed gangs,,,Peacekeepers,,1,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,At least two peacekeepers were injured in exchanges with armed gangs and one passerby was killed in the cross-fire.,AP,0,Coded a 1 for repression because it is not clear who fired shots that killed passerby,0,0,BS,18.533331,-72.333344,,
411074,41,1074,Haiti,21-Feb-07,21-Feb-07,21,2,2007,21,2,2007,1,2,0,Protesters,,,United Nations,,0,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,"About 200 people staged a protest, calling for the withdrawal of UN peacekeepers.",AP,0,,0,0,BS,18.533331,-72.333344,,
411075,41,1075,Haiti,13-Apr-07,13-Apr-07,13,4,2007,13,4,2007,1,9,0,Gunmen,,,Journalist,,0,0,-99,1,0,Gonaives,Gonaives,1,2,2,14,,,A journalist with links to Aristide was shot and killed in his bed.,AP,0,Included in dataset because killing seems politically motivated and not driven by crime,0,0,BS,19.450001,-72.683327,,
411076,41,1076,Haiti,16-May-07,16-May-07,16,5,2007,16,5,2007,1,9,0,Gunmen,,,Journalist,,0,0,-99,1,0,Gonaives,Gonaives,1,2,2,14,,,"Alix Joseph, director of private Radio Provinciale, was ambushed by two assailants as he sat in a car and shot 11 times and killed.",AP,0,Included in dataset because killing seems politically motivated and not driven by crime,0,0,BS,19.450001,-72.683327,,
411077,41,1077,Haiti,14-Jun-07,28-Jun-07,14,6,2007,28,6,2007,15,6,0,Janitors,Hospital support staff,,Government,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,2,,,Janitors and hospital support staff staged a strike to demand four weeks of back wages as well as ambulances and the rehiring of colleagues who recently lost their jobs.,AP,0,,0,0,BS,18.533331,-72.333344,,
411078,41,1078,Haiti,2-Jul-07,2-Jul-07,2,7,2007,2,7,2007,1,2,0,Street vendors,,,City government,,0,1,3,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,"Hundreds of people protested against the city government, accusing them of setting fire to a marketplace to remove them from the area.",AP,0,,0,0,BS,18.533331,-72.333344,,
411079,41,1079,Haiti,15-Jul-07,15-Jul-07,15,7,2007,15,7,2007,1,2,0,Aristide supporters,,,Government,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"More than 1,000 Aristide supporters marched to demand the return of Aristide.",AP,0,,0,0,BS,18.533331,-72.333344,,
411080,41,1080,Haiti,15-Jul-07,15-Jul-07,15,7,2007,15,7,2007,1,4,0,Mob,,,Suspected kidnappers,,0,0,-99,2,0,St. Marc,St. Marc,1,2,2,13,,,Two men mistaken for kidnappers were beaten to death with rocks and sticks.,AP,0,"Event date not specified, middle of month coded as start and end date",0,0,BS,19.116671,-72.699997,,
411081,41,1081,Haiti,26-Jul-07,26-Jul-07,26,7,2007,26,7,2007,1,4,0,Mob,,,Suspected Rapist and murderer,,0,0,-99,2,0,Unspecified rural town,Unspecified rural town,1,3,3,13,,,People in a rural town seized and beat to death an accused rapist and murderer.,AP,0,Very little information; event date approximated,0,0,BS,18.950001,-72.466667,UNKNOWN,no
411082,41,1082,Haiti,13-Oct-07,13-Oct-07,13,10,2007,13,10,2007,1,9,0,Gang,,,Rival gang,,0,0,-99,5,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,"Four people were bound, dragged from their homes and shot in the street and a fifth person was shot in his home in an apparent gang rivalry.",AP,0,"Event date not specified, so date of article coded as start and end date",0,0,BS,18.533331,-72.333344,,
411083,41,1083,Haiti,9-Feb-08,9-Feb-08,9,2,2008,9,2,2008,1,4,0,Mobs,,,Suspected kidnapper,,0,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,A suspected kidnapper was stoned to death by a mob of people.,AP,0,,0,0,BS,18.533331,-72.333344,,
411084,41,1084,Haiti,29-Feb-08,29-Feb-08,29,2,2008,29,2,2008,1,2,0,Aristide supporters,,,Government,United Nations,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,8,,"About 5,000 protesters marched to demand Aristide's return from exile and also criticized President Preval and the U.N. peacekeeping force.",AP,0,,0,0,BS,18.533331,-72.333344,,
411085,41,1085,Haiti,3-Apr-08,12-Apr-08,3,4,2008,12,4,2008,10,2,4,Protesters,,,Government,United Nations,1,0,5,5,2,Port-Au-Prince; Gonaives; St. Marc; Cap-Haitien; Ouanaminthe; Jacmel; Nippes and Les Cayes,Port-Au-Prince,1,7,7,3,8,,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,Both,0,,0,0,BS,18.533331,-72.333344,,
411085,41,1085,Haiti,3-Apr-08,12-Apr-08,3,4,2008,12,4,2008,10,2,4,Protesters,,,Government,United Nations,1,0,5,5,2,Port-Au-Prince; Gonaives; St. Marc; Cap-Haitien; Ouanaminthe; Jacmel; Nippes and Les Cayes,Gonaives,2,7,7,3,8,,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,Both,0,,0,0,BS,19.450001,-72.683327,,
411085,41,1085,Haiti,3-Apr-08,12-Apr-08,3,4,2008,12,4,2008,10,2,4,Protesters,,,Government,United Nations,1,0,5,5,2,Port-Au-Prince; Gonaives; St. Marc; Cap-Haitien; Ouanaminthe; Jacmel; Nippes and Les Cayes,St. Marc,3,7,7,3,8,,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,Both,0,,0,0,BS,19.116671,-72.699997,,
411085,41,1085,Haiti,3-Apr-08,12-Apr-08,3,4,2008,12,4,2008,10,2,4,Protesters,,,Government,United Nations,1,0,5,5,2,Port-Au-Prince; Gonaives; St. Marc; Cap-Haitien; Ouanaminthe; Jacmel; Nippes and Les Cayes,Cap-Haitien,4,7,7,3,8,,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,Both,0,,0,0,BS,19.73704,-72.206772,,
411085,41,1085,Haiti,3-Apr-08,12-Apr-08,3,4,2008,12,4,2008,10,2,4,Protesters,,,Government,United Nations,1,0,5,5,2,Port-Au-Prince; Gonaives; St. Marc; Cap-Haitien; Ouanaminthe; Jacmel; Nippes and Les Cayes,Ouanaminthe,5,7,7,3,8,,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,Both,0,,0,0,BS,19.549999,-71.733299,,
411085,41,1085,Haiti,3-Apr-08,12-Apr-08,3,4,2008,12,4,2008,10,2,4,Protesters,,,Government,United Nations,1,0,5,5,2,Port-Au-Prince; Gonaives; St. Marc; Cap-Haitien; Ouanaminthe; Jacmel; Nippes and Les Cayes,Jacmel,6,7,7,3,8,,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,Both,0,,0,0,BS,18.235279,-72.536667,,
411085,41,1085,Haiti,3-Apr-08,12-Apr-08,3,4,2008,12,4,2008,10,2,4,Protesters,,,Government,United Nations,1,0,5,5,2,Port-Au-Prince; Gonaives; St. Marc; Cap-Haitien; Ouanaminthe; Jacmel; Nippes and Les Cayes,Nippes,7,7,7,3,8,,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,Both,0,,0,0,BS,18.399071,-73.418022,,
411085,41,1085,Haiti,3-Apr-08,12-Apr-08,3,4,2008,12,4,2008,10,2,4,Protesters,,,Government,United Nations,1,0,5,5,2,Port-Au-Prince; Gonaives;St. Marc; Cap-Haitien; Ouanaminthe; Jacmel; Nippes and Les Cayes,Les Cayes,8,7,7,3,8,,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,Both,0,,0,0,BS,18.200001,-73.75,,
411086,41,1086,Haiti,7-Apr-08,7-Apr-08,7,4,2008,7,4,2008,1,6,0,Drivers,,,Government,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,Drivers of the capital's transport collective staged a strike.,AFP,0,Very little information; date of article coded as start and end date,0,0,BS,18.533331,-72.333344,,
411087,41,1087,Haiti,12-Apr-08,12-Apr-08,12,4,2008,12,4,2008,1,8,4,Gunmen,,,Peacekeeper,,1,0,-99,1,1,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,A UN peacekeeper was dragged from a car and shot and peacekeepers fired tear gas and shots to disperse a crowd before recovering the body and two men were detained and several market stalls were set on fire.,Both,0,,0,0,BS,18.533331,-72.333344,,
411088,41,1088,Haiti,12-Apr-08,12-Apr-08,12,4,2008,12,4,2008,1,2,0,Aristide supporters,,,Government,,1,0,2,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,About 25 Aristide supporters staged a protest calling for his return.,AP,0,,0,0,BS,18.533331,-72.333344,,
411089,41,1089,Haiti,19-Jul-08,19-Jul-08,19,7,2008,19,7,2008,1,4,0,Demonstrators,,,Police,Peacekeepers,1,1,2,0,0,Les Cayes,Les Cayes,1,3,3,8,3,,A small group of protesters threw rocks at police and peacekeepers.,AP,0,,0,0,BS,18.200001,-73.75,,
411090,41,1090,Haiti,29-Jul-08,30-Jul-08,29,7,2008,30,7,2008,2,1,0,Former soldiers,,,Government,,1,0,3,0,0,Cap-Haitien,Cap-Haitien,1,2,2,2,10,,Hundreds of armed former soldiers stormed an old barracks and prison to demand back pay and also to call for the government to bring back the army to provide security. ,AP,0,Coded as an etype 1 because the protest was not violent and was highly organized by former soldiers,0,0,BS,19.73704,-72.206772,,
411091,41,1091,Haiti,26-Aug-08,26-Aug-08,26,8,2008,26,8,2008,1,4,0,Protesters,,,Government,,1,0,3,0,1,Les Cayes,Les Cayes,1,3,3,3,,,Hundreds of people threw rocks to protest the high cost of living and peacekeepers fired tear gas to disperse them.,AP,0,,0,0,BS,18.200001,-73.75,,
411092,41,1092,Haiti,7-Sep-08,7-Sep-08,7,9,2008,7,9,2008,1,4,0,Crowd,,,Shelter,,0,0,3,0,0,Gonaives,Gonaives,1,2,2,3,,,Several hundred people pushed and shoved to break down the door of a U.N. shelter.,AP,0,,0,0,BS,19.450001,-72.683327,,
411093,41,1093,Haiti,9-Sep-08,9-Sep-08,9,9,2008,9,9,2008,1,4,0,Mob,,,Food truck,,0,0,-99,0,0,Gonaives,Gonaives,1,2,2,3,,,A mob ambushed a truck carrying emergency food.,AFP,0,,0,0,BS,19.450001,-72.683327,,
411094,41,1094,Haiti,9-Nov-08,9-Nov-08,9,11,2008,9,11,2008,1,4,0,Mob,,,Emergency relief workers,Police and peacekeepers,1,1,3,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,"100 men rushed a school that collapsed to try to help with emergency relief efforts, and police and policekeepers drove them away with batons and riot shields and the men threw rocks.",AP,0,,0,0,BS,18.533331,-72.333344,,
411095,41,1095,Haiti,5-Dec-08,5-Dec-08,5,12,2008,5,12,2008,1,2,0,Voodoo priests,,,United Nations,Colonial powers,0,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,"300 voodoo priests marched, claiming foreign aid and the United Nations is holding back Haiti; the protesters also denounced the anniversary of Christopher Columbus' 1492 arrival.",AP,0,,0,0,BS,18.533331,-72.333344,,
411096,41,1096,Haiti,16-Dec-08,16-Dec-08,16,12,2008,16,12,2008,1,1,4,Lavalas Party,,,Government,,1,0,3,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Aristide supporters protested to demand the resignation of President Preval and threw rocks and bottles at police and police fired shots in the air to disperse them.,AP,0,,0,0,BS,18.533331,-72.333344,,
411097,41,1097,Haiti,17-Feb-09,17-Feb-09,17,2,2009,17,2,2009,1,2,4,Students,,,Teacher's college,,0,0,2,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,7,,,About 30 students set up flaming tire barricades and threw rocks at police to protest curriculum changes and police fired tear gas.,AP,0,,0,0,BS,18.533331,-72.333344,,
411098,41,1098,Haiti,3-Mar-09,3-Mar-09,3,3,2009,3,3,2009,1,2,4,Students,,,State University of Haiti,,0,0,-99,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,7,,,Students protesting for an improved curriculum barricaded themselves inside an administration building and smashed car windows with rocks and police fired tear gas and made arrests.,AP,0,,0,0,BS,18.533331,-72.333344,,
411099,41,1099,Haiti,11-Mar-09,11-Mar-09,11,3,2009,11,3,2009,1,2,4,Students,,,State University of Haiti,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,7,,,Education students torched a U.N. vehicle and threw bottles and rocks at police to protest the removal of math and science classes from the teaching school's curriculum.,AP,0,,0,0,BS,18.533331,-72.333344,,
411100,41,1100,Haiti,14-Mar-09,14-Mar-09,14,3,2009,14,3,2009,1,4,0,Protesters,,,Local elections board,,0,1,-99,0,0,Cornillon,Cornillon,1,3,3,1,,,Protesters clashed with police to prevent the seating of a local elections board.,AP,0,,0,0,BS,18.679489,-71.940872,,
411101,41,1101,Haiti,19-Apr-09,19-Apr-09,19,4,2009,19,4,2009,1,4,0,Preval supporters,,,Rival party,,0,0,-99,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,"Preval supporters smashed the windows of a vehicle carrying Union party supporter and a Haitian folk singer; police fired shots to disperse the crowd, beat attackers with rifle butts and detained several.",AP,0,,0,0,BS,18.533331,-72.333344,,
411102,41,1102,Haiti,19-Apr-09,19-Apr-09,19,4,2009,19,4,2009,1,4,0,Protesters,,,Polling stations,,0,0,3,0,0,Mirebalais,Mirebalais,1,3,3,1,,,Hundreds of protesters raided polling places and dumped ballots in the streets.,AP,0,,0,0,BS,18.8333,-72.099998,,
411103,41,1103,Haiti,8-May-09,8-May-09,8,5,2009,8,5,2009,1,4,0,Protesters,,,Dominican Republic embassy,,0,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,5,10,,"150 demonstrators rioted, burned a makeshift dominican flag and tore down a sign at the Dominican embassy to protest the killing of a Haitian in the Dominican Republic.",AP,0,,0,0,BS,18.533331,-72.333344,,
411104,41,1104,Haiti,4-Jun-09,4-Jun-09,4,6,2009,4,6,2009,1,2,4,Students,,,State University of Haiti,,0,0,3,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,7,2,8,300 students protesting curriculum changes and demanding a raising of the minimum wage and also that U.N. forces leave Haiti threw rocks at police and set a car on fire; police fired tear gas.,AP,0,,0,0,BS,18.533331,-72.333344,,
411105,41,1105,Haiti,12-Jun-09,12-Jun-09,12,6,2009,12,6,2009,1,4,0,Preval supporters,,,Struggling People's Organization,,0,0,-99,1,0,Jacmel,Jacmel,1,3,3,1,,,One person was killed in a clash between President Preval supporters and members of the Struggling People's Organization.,AP,0,,0,0,BS,18.235279,-72.536667,,
411106,41,1106,Haiti,17-Jun-09,17-Jun-09,17,6,2009,17,6,2009,1,2,4,Students,,,State University of Haiti,United Nations,0,0,-99,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,7,2,8,"Students protesting curriculum changes, the minimum wage and the U.N. presence in Haiti attacked and burned a U.N. police vehicle and peacekeepers fired tear gas.",AP,0,,0,0,BS,18.533331,-72.333344,,
